"x.1","x.2","y"
0.405145805733681,-0.213608194056733,"yes"
1.35279694726494,-0.898221605887963,"yes"
0.64432705246326,-2.11043126509873,"yes"
1.26246083541167,-0.857978454797382,"yes"
-1.45346809694956,2.8912067918113,"yes"
1.10898411770775,-1.07040290189873,"yes"
0.372428136442816,-1.07213160773322,"yes"
-0.762111962605938,1.95246356005694,"yes"
0.862986751885127,-1.1481497424243,"yes"
-0.56130022278557,2.56072434379172,"yes"
-0.883664950095541,2.47440903335087,"yes"
-0.851653310891258,2.32633799756576,"yes"
0.043552353412234,-0.31306354731019,"yes"
0.877447618079296,-1.69102797474657,"yes"
-1.06113303376217,1.96486580901536,"yes"
0.262616305828172,-1.51775496250447,"yes"
-0.836424613565979,2.43639265067442,"yes"
0.789423134048429,-1.65112751215135,"yes"
-1.03702144435855,2.76282972139786,"yes"
0.133412979585304,-1.95026547657178,"yes"
0.966218667603457,-0.697513089548975,"yes"
1.17253661349634,-1.67802770306091,"yes"
-0.673775294162869,2.4761753317547,"yes"
-0.204358503981482,-1.88621308489869,"yes"
0.67147257274328,-1.02068782817426,"yes"
-0.444112416041094,2.54560878737973,"yes"
-0.352162364734115,-1.56820378254383,"yes"
0.232307902902523,-2.2642556850123,"yes"
-0.076568893732019,2.50898272518604,"yes"
0.659567192837702,-0.883159705223942,"yes"
0.543858076501405,-1.45506676556365,"yes"
-0.171648648166905,2.72461364973847,"yes"
0.60373860496836,-1.62764318744617,"yes"
0.740504898154696,-0.66033841953196,"yes"
0.277290219332451,0.0994151734193978,"yes"
-0.680547112801723,2.11609246383448,"yes"
-1.33802394917748,3.02452747408281,"yes"
-0.169474795709663,2.86952817880866,"yes"
-0.190885153244071,2.24133258348454,"yes"
-0.708940638777512,2.81767836267994,"yes"
-1.15459439037979,2.15353217029966,"yes"
0.2175485224178,-1.17006371348698,"yes"
0.40532789008443,-1.57372321609813,"yes"
0.267574441683765,-1.40555000331339,"yes"
-0.533885868619678,-1.88452989313468,"yes"
0.84995139099732,-1.15681149445961,"yes"
1.74040529730354,-0.501444782601514,"yes"
1.1115864552893,-1.76708249592357,"yes"
-1.62630367977045,2.65625000587151,"yes"
-0.394293365867386,2.74307301393825,"yes"
1.6049306904074,-1.00374309153534,"yes"
-0.713606998323094,2.65625377801521,"yes"
-1.28518144326728,2.21933634445565,"yes"
-1.4943795443179,2.36349268657469,"yes"
1.23728743825103,-1.15098366224463,"yes"
-1.12002120871369,2.50169710766884,"yes"
0.055075425993135,-1.12867117375216,"yes"
-0.29424733679294,-1.47943099412861,"yes"
-0.394845730567458,2.39255348741605,"yes"
1.48508141777281,-1.3297195662877,"yes"
-0.480694356566499,-1.61000391692287,"yes"
0.790585882501599,-1.19134510486517,"yes"
-0.267690294905988,-1.37214153629786,"yes"
-0.0553270862096246,-1.51560735691656,"yes"
0.695035595002572,-1.33002630091862,"yes"
0.35121751457251,-2.00802808020447,"yes"
-0.422786001797541,2.91482553794585,"yes"
0.755299952346249,-1.50429311558852,"yes"
0.531862127479354,-1.31802177067553,"yes"
0.146746324710765,-1.8083375938937,"yes"
0.474641967254496,-0.651866025384383,"yes"
1.08669091599109,-1.21064238530439,"yes"
1.69979148948641,-0.688138970020474,"yes"
-1.14378925626056,2.77179358715936,"yes"
0.246344804930936,-1.21799991378789,"yes"
0.880567099452195,-0.360245300053793,"yes"
0.928986789791995,-1.3443431557042,"yes"
1.0789623652108,-0.445228447934673,"yes"
0.620896147180088,-1.41867308636868,"yes"
0.594559818359855,-1.01782213166483,"yes"
0.856809856782723,-1.62232658684422,"yes"
-0.422542783658544,-0.332947249138075,"yes"
0.466742284482657,-0.661204050031595,"yes"
0.296430870205643,-2.3450018738507,"yes"
0.00893667452383629,-0.864001068310577,"yes"
0.328955314611645,-1.03116323537531,"yes"
0.803254857929212,-0.327780144088578,"yes"
1.35146560725515,-1.50037678693587,"yes"
-0.933042040053775,2.28939152937065,"yes"
-0.707248036735026,3.0497034505242,"yes"
0.0729685191913592,-1.54653065958881,"yes"
0.62186051469677,-0.922096039921975,"yes"
0.174304115462604,-1.73026043230043,"yes"
0.991096883854053,-0.873954905410884,"yes"
-0.400763153495957,1.77808126514814,"yes"
-0.294494800540036,-1.12235446927866,"yes"
0.495884151859879,-0.891502183851934,"yes"
1.17659391265804,-1.02334752390892,"yes"
-0.393942549757564,2.57454403695774,"yes"
1.20924251921148,-1.42695807872945,"yes"
-1.06761124501051,2.51246313841264,"yes"
0.672044096981362,-0.796532776540567,"yes"
-0.49679472857793,2.64977726653825,"yes"
0.267192462417959,-2.13698649460403,"yes"
0.375136575741041,-0.723756500679486,"yes"
-0.700780995252584,2.2328814598904,"yes"
-0.253572319645711,-2.19185015129301,"yes"
0.117450671789875,-1.39369683943862,"yes"
-1.31298562535614,2.05028063333786,"yes"
0.235971454376919,-0.821882159356975,"yes"
-0.160842347183929,2.41922978238544,"yes"
0.645896623315636,-1.02607525507498,"yes"
1.03076434391946,-0.866873059355736,"yes"
1.30045768735125,-0.655101444916868,"yes"
-0.0958950516331498,-1.51668712893224,"yes"
1.1545075600995,-0.619995797958447,"yes"
0.0119819660808493,2.40722808515128,"yes"
0.679667343287991,-0.752764022754311,"yes"
0.431489135748871,-1.19102954362058,"yes"
0.66127415569635,-1.73532333597181,"yes"
1.07733226685167,-1.35706756033603,"yes"
0.211066618636334,1.72598181485523,"yes"
-0.599236546075036,-1.8694361520638,"yes"
0.502534350199489,-0.968430449537852,"yes"
0.808943903074791,-1.18743846154212,"yes"
2.30164950923353,-0.3845022378872,"yes"
1.08962966628909,-1.62746179894343,"yes"
-0.878044253961343,2.37238391114026,"yes"
0.70883054793248,-1.74710325666649,"yes"
-0.329456128994369,-0.674484623633981,"yes"
0.496717038728104,-0.962868147746588,"yes"
0.657326132793671,-0.552126688186591,"yes"
-0.663669656958995,2.71042715674554,"yes"
0.539410101811928,-0.141098721548391,"yes"
0.0517260220133832,-0.805276160066693,"yes"
-0.787893062572427,3.09950084263658,"yes"
1.58529844072757,-1.11875398281902,"yes"
0.326424849276767,-1.48639431305999,"yes"
0.683160210356954,-1.20979594947785,"yes"
0.373600802153264,-1.45315448922908,"yes"
0.461692310420239,-1.33176297003137,"yes"
-0.834181968517686,2.52208596454641,"yes"
0.702363502258776,-1.53005753082958,"yes"
0.0697502388564818,-1.6096660157965,"yes"
0.450183367750975,-1.37113738787966,"yes"
0.536013676422777,-1.1405584379772,"yes"
-0.808399620916883,2.76441427190765,"yes"
0.542725671095342,-1.51219808006974,"yes"
0.338879123828795,-0.868623047813873,"yes"
0.420193697206637,3.27103093091357,"yes"
0.493955391724739,-0.602006180363264,"yes"
1.24433761801694,0.106166911602346,"yes"
0.619529106999367,-1.17977029208552,"yes"
1.0070788501391,-0.990447506102541,"yes"
0.609345335501499,-1.7435508442537,"yes"
-0.322271684866436,-2.76567248613583,"yes"
-0.216660042480835,-2.42027845448115,"yes"
0.979583023755905,-0.730325592863798,"yes"
1.23097926386025,-1.18804913100142,"yes"
0.401615675929816,-0.781389588371068,"yes"
0.512223665582698,-0.999955895163235,"yes"
0.354368069656098,-1.70626840202211,"yes"
1.31739110110773e-05,-0.987968739484104,"yes"
0.0014297866173415,-1.41575656410988,"yes"
1.14795463149832,-2.45704712277521,"yes"
0.773576630239401,-0.434115234470531,"yes"
0.685972028889091,-0.770793408321056,"yes"
-0.46615408892128,-2.35382162355132,"yes"
1.12817127413831,-0.516661477239964,"yes"
0.455238419085841,-1.75198315351753,"yes"
0.813331586504081,-1.94110197978094,"yes"
0.474139911454761,-0.937410575739373,"yes"
0.901758144857788,-1.36600634901795,"yes"
1.36970318837153,-0.679660512075981,"yes"
0.372309254744877,-1.43588043208915,"yes"
-0.503187466854159,3.6067385956716,"yes"
-0.357937555369374,1.61658643908095,"yes"
0.511829927979784,-1.4216907947937,"yes"
0.3724419188539,-1.07882387279786,"yes"
-0.32676374757097,2.1332065670925,"yes"
-0.867696189248006,2.35927440539439,"yes"
0.124435569379086,-1.8616906734784,"yes"
-1.1109506620459,2.49822587911419,"yes"
1.69627478886141,-1.02754966864256,"yes"
0.237281649268285,-0.606927970994606,"yes"
0.28619344127174,-0.197817084637139,"yes"
0.839133721910868,-1.00347883953143,"yes"
-0.771476126120048,-1.21062594735267,"yes"
-0.648839759514488,2.50716551007947,"yes"
0.935679869691004,-0.761917057413283,"yes"
0.109251865779544,-1.76835524259063,"yes"
-0.446122599252174,-2.16840904408091,"yes"
1.04395333978672,-0.976730379166493,"yes"
0.603077523387481,-0.971410254506056,"yes"
-0.923056679950264,2.40635922456744,"yes"
0.404431479723305,-1.43057793856829,"yes"
1.28608067414699,0.0538277303201027,"yes"
0.241954516799631,-1.5932658673219,"yes"
1.4094889797904,-1.30847985911323,"yes"
0.509506697384039,-1.29836916901362,"yes"
0.288201058131192,-1.36935643226901,"yes"
-0.353686860591134,1.85666492141765,"yes"
1.58476403298455,-0.705521486341102,"yes"
0.33953788110235,-0.342971553008611,"yes"
0.296927253856721,-0.548717500137749,"yes"
1.50072147384268,-0.0165762312780632,"yes"
-0.625749314654688,2.52646360661585,"yes"
0.606280976262193,-1.86278162625686,"yes"
0.605803847396638,-0.528762705541646,"yes"
-0.540403246197904,2.34228504678796,"yes"
0.690921648166326,-1.31147031389451,"yes"
-0.689296764799304,2.58524244141604,"yes"
0.706228513659993,-1.21770590065613,"yes"
0.579985047522089,-2.01375552520679,"yes"
-1.09485876813649,2.56662557756211,"yes"
1.50588581055944,-1.2446730795297,"yes"
0.736355007123708,-1.83029201004219,"yes"
0.16237267787766,2.34862451541485,"yes"
1.21466951845355,-2.15219452520148,"yes"
-0.217506992380894,2.90600863009093,"yes"
1.60708577748544,-0.596607272787099,"yes"
0.0349326457326337,-1.20551359939332,"yes"
-0.778401443939228,3.06410730007359,"yes"
-0.0913523780530341,-2.03152885621007,"yes"
1.12829386851651,-0.810443441641943,"yes"
0.247384410688995,-1.85400650402983,"yes"
0.378394984835843,-1.19432035780461,"yes"
1.18567794497389,-1.41760061878282,"yes"
-0.0485949518823726,-1.16191455818497,"yes"
1.00192316886561,-1.26201559106787,"yes"
-0.488382102663703,3.26132306668152,"yes"
0.528954523154458,-1.06644385704608,"yes"
0.256847421953906,-1.13424176763707,"yes"
0.0435212489448837,-1.91390896676392,"yes"
0.658092590654377,-1.20544081852834,"yes"
1.24037539766355,-1.9617632061112,"yes"
-0.660780930658466,0.788354063830127,"yes"
-0.529561803033361,2.49167541373247,"yes"
0.657407408746637,-1.60154086035637,"yes"
-1.33536106981547,2.29718019949283,"yes"
0.214392951153532,-1.01810037873743,"yes"
0.189330207146088,-1.97078624370575,"yes"
-1.37299734866843,2.36402339787829,"yes"
0.673389081994641,-1.84390271192251,"yes"
0.787365359010928,-2.27276422100914,"yes"
1.32530208454485,-0.783764828964844,"yes"
-0.435989944323774,2.50033796965548,"yes"
1.34550447448741,-1.39705182328849,"yes"
-0.961763328875346,2.12614369264304,"yes"
0.426508719678241,-2.16718118849428,"yes"
0.584048729104268,-0.755294572613197,"yes"
